name,rating,price,url,description,instruction,country
Духи концентрированные Zielinski & Rozen  Black vanilla,4.6,2 200,https://goldapple.ru/19000004549-perfume-vanilla-blend,"Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность.
Эрез Розен 

Замысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов. 

Все ароматы Zielinski&Rozen категории унисекс.",Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.,Россия
ПАРФЮМЕРНАЯ ВОДА MATIERE PREMIERE  COLOGNE CEDRAT,4.5,27 157,https://goldapple.ru/19000035771-cologne-cedrat,"Многогранный и яркий итальянский цитрон стал сердцем аромата COLOGNE CEDRAT, подчеркивая философию бренда: использовать только лучшее сырьё из всех уголков планеты. Основной для этой парфюмерной воды стали ноты черного мадагаскарского перца и аргентинского розового перца, усиливающие освежающе-пряный задор аромата. Итальянский бергамот и парагвайский чай-мате придают особую бодрящую свежесть этой очаровательной композиции.",Нанести на тело или одежду избегая поподания в глаза.,Франция
Парфюмерная вода ANNAYAKE perfume  OMIZU FOR HER,4.7,4 515,https://goldapple.ru/19000051623-omizu-for-her,"Аромат OMIZU FOR HER – это вдохновляющий всплеск свежести, мгновенно очаровывающий нежностью ландыша и ярким цитрусовым аккордом. Волна цветочных, древесных и зеленых нот накрывает безмятежностью и спокойствием и переносит на умиротворяющую прогулку у прозрачного озера, окруженного лесом. Чистоту и свежесть светлой композиции ANNAYAKE усиливают ноты сердца: жасмин, флердоранж, гелиотроп и жимолость. Их идеальную гармонию дополняют сандал, мускус, гваяковое дерево и палисандр.",Только для наружного применения.,Франция
Парфюмерная вода Neydo  Blond redhead 16.11,4.7,4 680,https://goldapple.ru/19000200199-blond-redhead-16-11,"Сон Антуана о необыкновенной встрече в парижской кондитерской, наполненной запахом фруктов, ванили и шоколада с легкими нотами специй и дерева. Капля риска, щепотка уверенности в себе – и вуаля! – аромат-предсказание готов. Свежие цветочные ноты роз и фрезий, дополненные нюансами сухофруктов и земли… Этот сон точно сбудется!

Страна производства парфюмерной композиции -  Франция.

Antoine, 16.11
Ну вот и все – последний клубничный макарун нашел свое место. Витрина, над которой я тружусь с самого утра, наконец-то оформлена. Пора и передохнуть. Но не успеваю даже присесть, как в кондитерскую входит ОНА. Настоящая француженка – небрежная прическа, волосы цвета клубничный блонд, в одной руке букет фрезий, в другой – пакеты с покупками. Такими женщинами я восхищаюсь издалека. Вблизи же впадаю в ступор, меня буквально парализует. А ОНА бродит по кондитерской, и к нашему привычному запаху ванили вдруг добавляется аромат сухофруктов и теплой земли.

«Excusez-moi», – указывает ОНА на торт с начинкой из инжира и розовых лепестков. Как зомби снимаю стеклянный клош, и воздух наполняется сладким ароматом. «Délicieuse», – шепчет ОНА. Какой у нее бархатный волнующий голос! Скажи еще что-нибудь, ну пожалуйста… Торт вырывается из моих рук, кувыркается и падает, взрываясь сливочным кремом. Бах! Цветки фрезий разбросаны по полу. 

Ее волосы в креме, крем на моей щеке. Я смущен, нужно как-то извиниться, но не могу! И вдруг… ОНА начинает хохотать. Я тоже. Протягиваю руку, чтобы смахнуть крошки с ее шелковой блузки. Какое декольте! Она шепчет: «Délicieuse… Délici… deli…» – «De-di-di» – настойчиво звонит будильник. Просыпаюсь, облизывая сухие губы. Как же не вовремя!",Только для наружного применения.,Республика Корея
Парфюмерная вода Rose et Marius  Une nuit d'été sous le figuier,4.1,2 652,https://goldapple.ru/19000173787-une-nuit-d-ete-sous-le-figuier,"Прикоснитесь к искусству жизни на Юге Франции с уникальными композициями из Грасса. В детстве основательница бренда проводила все лето в загородном доме бабушки в Провансе. 
Парфюмерная вода Une nuit d'été sous le figuier — ольфакторное воспоминание о ночах под вековой смоковницей и характерном аромате листьев, которые летняя жара окрасила золотом.
Зеленая, цветочно-древесная композиция создана для тех, кто влюблен в запах листьев фигового дерева. Цитрусы и измельченные листья, пропитанные солнцем Прованса, смешиваются с распускающимися цветами роскошной туберозы. 
Индийский сандал со сливочным оттенком придает аромату чувственность. 
",Распылите на кожу на расстоянии 20-30 см.,Франция
Флакон-атомайзер для парфюма FOR ME by gold apple  Pocket atomizer,4.4,540,https://goldapple.ru/19000159606-pocket-atomizer,"Мы задумались, как сделать так, чтобы любимый парфюм всегда был с собой – и в качестве ответа на вопрос создали этот флакон-атомайзер FOR ME. 
С помощью удобного дозатора в него можно перелить любимый парфюм и носить его даже в самой маленькой сумочке. 
А также он идеально подходит для путешествий, когда хочется взять с собой несколько ароматов на выбор.

Объем: 5 мл.","Чтобы перелить ваш парфюм в атомайзер, следуйте этим простым шагам:

1. Снимите распылитель со своего парфюма. 
2. Установите атомайзер отверстием в место распылителя. 
3. Держите атомайзер строго вертикально и нажимайте на него, жидкость начнет набираться. 
4. После заполнения атомайзера снимите его с флакона духов и установите распылитель на место.

Теперь у вас есть мини-флакон парфюма, который удобно брать с собой!",Китай (Китайская Народная Республика)
Туалетная вода LE PARFUM FRANCAIS  AQUA VIVA,4.5,750,https://goldapple.ru/19000152689-aqua-viva,"Окутывающая приятной свежестью и мужественная композиция LE PARFUM FRANCAIS способна зарядить уверенностью на весь день. Бодрящий аромат объединяет цитрусовую ноту бергамота, натуральную свежесть зеленых листьев, элегантность жасмина, а также характерное звучание лаванды и шалфея с прохладными и пряными оттенками. Базовые ноты кедра, амбры, кашмерана и сандала делают эту фужерную ароматическую композицию насыщенной, чувственной и стойкой.",-,Франция
Туалетная вода Armand Basi  In RED,4.5,5 650,https://goldapple.ru/80130500001-in-red,"Туалетная вода Armand Basi In RED для женщин для начала восхитит да порадует вас свежестью мандарина и вкусными приправами имбиря, бергамота, кардамона. Запахи удивительно сочетаются в чудесный фимиам. Эта чувственная прелюдия к цветочному аромату делает туалетную воду непревзойденной в повседневном пользовании. Сердце аромата сладкое благодаря жасмину, фиалке, розе и ландышу. Использование в Armand Basi базовых нот мха, древесины и мускуса наиболее точно раскрывает весь букет благоухания. Благодаря цветам аромат наполнен весной, он придает молодость. А еще In RED для женщин дышит чувственностью, благородностью и женственностью.",Только для наружного применения.,Италия
Парфюмерная вода TUMI  Continuum 12:00 gmt,4.5,7 490,https://goldapple.ru/19000215482,"Чувственный и яркий восточно-древесный аромат CONTINUUM [12:00 GMT] – идеальный компаньон в путешествиях и приключениях. С уверенным и авантюрным характером композиции TUMI знакомят ноты зеленого мандарина, ладана и амбры. 

Торжество свободы и риска продолжают выразительные лабданум, ирис и листья табака. Базовые соблазнительные ноты уда, замши и дымного мускуса подчеркивают глубину и яркость композиции. Отличный выбор для тех, кто находится в поиске приключений, открытий и острых ощущений. ",Только для наружного применения.,США
Туалетная вода Versace  Pour Homme,4.8,8 051,https://goldapple.ru/7430800003-pour-homme,"Туалетная вода Versace  Pour Homme впитала в себя средиземноморский характер, имея в своем составе ингредиенты местного происхождения. Древесный аромат туалетной воды подойдет умным и сильным мужчинам, привыкшим шагать в ногу со временем. Верхние ноты  Pour Homme дарят свежесть и состоят из лимона, бергамота, апельсиновых листьев и нероли. Букет из голубого гиацинта, герани, мускатного шалфея и кедра составляет ноты сердца парфюма. Завершит этот гармоничный образ шлейф из мускуса, агарового дерева и бобов тонка. С Versace вы всегда будете производить впечатление стильного и эффектного мужчины, а стойкий аромат окутает вас чувственностью и шармом на весь день.",-,Италия
Парфюмерная вода BANANA REPUBLIC  GRASSLAND,4.4,3 490,https://goldapple.ru/19000006162-grassland,"Аромат BANANA REPUBLIC с травяным и фруктовым аккордами раскрывает очарование природы и переносит на зелёный луг, окруженный холмами. Яркие фруктовые ноты бергамота, помело и яблока создают впечатляющий контраст с терпкими травами и прохладной нотой озона. Листья мяты, лаванда, герань и петитгрейн позволяют ощутить дыхание свежего весеннего дня и почувствовать аромат свежескошенной травы. Базу аромата формируют амбра, мох, сандал, ваниль и пачули. Эта композиция – свежий взгляд на восточные фужерные ароматы. 
Парфюмер - Gino Percontino.",Только для наружного применения.,Франция
Ароматический диффузор WALLY 1925  Peonia,-,5 944,https://goldapple.ru/19000196134-peonia,"Пион – благородный и нежный цветок, наполняющий элегантным и утонченным ароматом любое помещение. В вашем доме воцарится гармония и порядок. Большой популярностью этот аромат пользуется и в коммерческих помещениях. ","Окуните все палочки во флакон; 
для более интенсивного распространения аромата переворачивайте палочки несколько раз в день. Регулировать аромат можно уменьшая или увеличивая число палочек. 
Палочки играют основную роль в интенсивности ароматизации, чем больше палочек, тем аромат насыщеннее. 
Для достижения лучших результатов, флакон не стоит никогда выставлять на прямой солнечный свет или ставить рядом с источниками тепла, так как под его воздействием происходит испарение аромата.",Италия
Парфюмерная вода J.U.S Joyau Unique & Sensoriel  Sensoriel Spicydelice,3.0,7 850,https://goldapple.ru/19000153563-sensoriel-spicydelice,"Согревающий и притягательный аромат J.U.S – это яркий и гармоничный букет пряностей. Композиция, играющая с контрастами теплых и холодных аккордов, объединяет ноты кардамона, имбиря, розового перца, мускатного ореха, корицы, черного перца и гвоздики.
Смягчить вихрь специй помогают нежные давана и ваниль, а базовые ноты ветивера, пачулей и сандала придают красочной и богатой композиции насыщенность и глубину. 
Классификация аромата: восточный, пряный. Парфюмер – Marine Ipert.

",Для наружного применения.,Франция
Парфюмерная вода Alfred ritchy  Nolo,4.8,7 645,https://goldapple.ru/19000225962-nolo,"Бренд ALFRED RITCHY — путешествие по миру и запечатленные моменты через ароматы с превосходными материалами и уникальными сочетаниями. 

Время 19:30 — золотой час. Амброво-гурманская парфюмерная вода NOLO посвящена мультикультурному и творческому району, наполненному бурной ночной жизнью.",Нанесите на кожу на расстоянии 20-30 см.,Франция
Духи концентрированные Zielinski & Rozen  apple & lotus,4.5,2 200,https://goldapple.ru/19000060263-apple-lotus,"Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность.
Эрез Розен 

Замысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов. 

Все ароматы Zielinski&Rozen категории унисекс.",Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.,Россия
Парфюмерная вода Liquides Imaginaires  BLANCHE BÊTE,4.9,20 047,https://goldapple.ru/19000026658-blanche-bete,"Эта композиция – новый «зверь» в коллекции Les Eaux de Peau, посвященной благородным анималистичным и чувственным нотам. 
Аромат BLANCHE BÊTE – удивительный, магический и завораживающий, словно белый единорог из средневековых легенд. На картинах это мифическое существо часто изображали радом с девушкой в благоухающем саду – и теперь аромат нежных цветов жасмина и туберозы из сказочного сада воплощён в изысканной композиции. 
Эта парфюмерная вода – отражение любви и тайны, способности фантазировать и творить. Дайте волю воображению и погрузитесь в сказочную историю с волшебным сочетанием нот амбретты, сладкой ванили, чарующего мускуса, какао и бобов тонка, окутанных мечтательной дымкой ладана. 
Парфюмер – Луиза Тёрнер. 
    


",-,Италия
Атомайзер для путешествий Maison Francis Kurkdjian  Globe Trotter Gold edition,-,13 000,https://goldapple.ru/26802200003-globe-trotter-gold-edition,"Оригинальный флакон золотого цвета, созданный с особым вниманием к каждой детали и украшенный оттиском логотипа Дома Maison Francis Kurkdjian. Аксессуар удобно брать с собой в путешествие — он не займет много места даже в небольшой косметичке. В атомайзер-спрей помещается рефилл объемом 11 мл. ",-,-
Парфюмерная вода MILANO FRAGRANZE  Basilica,5.0,8 489,https://goldapple.ru/19000063327-basilica,"Аромат благовоний и свечей от Вьолен Колла. В пустой базилике звучал хор. Звук прекрасных песнопений эхом отражался от отвесных каменных стен. У бокового алтаря горели крошечные огоньки десятков свечей, согревающих сердце. Благовония и лабданум изящно окутывают кожу нежным теплом. Тимьян и розмарин, украшенные ароматической свежестью, словно освещают молочный аккорд. Кедр, циприол и сантаманол образуют союз, воссоздающий мистическую ауру древней базилики.",Нанести на кожу,Италия
Парфюмерная вода BESO BEACH  Beso negro,4.5,7 092,https://goldapple.ru/19000163474-beso-negro,"BESO NEGRO воссоздает красоту средиземноморской ночи: закат, последние лучи солнца в отражении моря, обволакивающая жара ещё теплого песка и загадочная луна. 
Фиалка и кардамон в верхних нотах переходят к провокационным пачули, коже и сандалу, которые формируют уникальный и элегантный характер композиции.
",Распылите на кожу с расстояния 20-30 см.,Испания
Парфюмерная вода L'Artisan Parfumeur  memoire de roses,5.0,17 000,https://goldapple.ru/19000035561-memoire-de-roses,"Свежая и многоликая роза сорта New Dawn органично сочетается с нотами мандарина, бергамота и хлопкового мускуса.Виртуоз в своём деле, парфюмер Кристоф Рейно, старался не перенасытить аромат, а лишь дополнил его свежестью цитрусовых плодов, таким образом увековечив мимолетность красоты и навсегда сохранив её в памяти.
С одной стороны, аромат Mémoire de Roses — это ода королеве цветов и женственности.
С другой — гимн творчеству, изобретательству и искусству игры.
",-,Россия
"Парфюмерная вода Bon Parfumeur Paris!  203 – framboise, vanille, mûre",4.7,2 970,https://goldapple.ru/19760300399-203-framboise-vanille-mure,"Малина, ваниль, ежевика – три характерные ноты композиции 203 от Bon Parfumeur. Фруктовый аромат с тонкими древесными нотами напоминает о лете, неторопливых, беспечных днях и праздничной атмосфере. Искрящиеся цитрусовые ноты, ягоды и фруктовая яркость груши идеально переплетаются в верхних нотах. Красоту этого сочетания усиливают жасмин и роза, для которых композиция становится местом встречи. В сердце аромата гармонируют солнечный и цветочный аккорды, делающие аромат изысканным и многогранным. В базе объединились яркие древесные ноты, ваниль амбра и мускус.  

Верхние ноты: груша, ягоды, нероли. 
Ноты сердца: жасмин, роза, солнечный аккорд. 
Базовые ноты: ваниль, древесные ноты, мускус, амбра. 
",-,Франция
Парфюмерная вода Lera Nena Atelier Parfumes  CRY-BABY,5.0,7 490,https://goldapple.ru/19000239408-cry-baby,"Коллекция селективных ароматов L.N Atelier Parfumes создана Лерой Неной, креативным директором TOPTOP. Это артизанальная парфюмерия ручной работы с особой идеологией – каждый аромат вызывает определенные ассоциации и возвращает в тот или иной момент жизни. Ароматы раскрываются поэтапно и сохраняются на теле, подобно второй коже, до 8 часов, а на одежде – до 2 суток.

Концепция аромата основана на атмосфере дождливой осени, когда ты надеваешь кожаную куртку и садишься на байк. Он идеально звучит в прохладную погоду с повышенной влажностью.

Верхние ноты: красные ягоды.
Ноты сердца: лепестки роз.
Базовые ноты: свежевыделанная кожа.","Распылять на расстоянии 20см на тело, одежду. Избегать попадания в глаза. Использовать в пищу опасно для жизни.",Россия
Парфюмерная вода SOLINOTES  FREESIA,4.4,1 462,https://goldapple.ru/19000109015-freesia,"Свежий, игривый аромат SOLINOTES напоминает яркий луч солнца, улучшающий настроение. 
Он построен вокруг цветочной ноты фрезии, которая заряжает радостью, лёгкостью и оптимизмом. Красоту этого цветка подчеркивает фруктовое звучание нежного персика, освежающего мандарина и сочной груши. 
Пышный, благоухающий букет фрезий украшен изысканным водяным жасмином, а базовые ноты сандала и опьяняющего османтуса придают аромату глубину и делают цветочно-фруктовый шлейф более выразительным и манящим. 
Парфюмерную воду можно сочетать с другими композициями бренда, чтобы создать свой неповторимый микс любимых нот, или использовать отдельно, наслаждаясь нежной весенней свежестью фрезии.

",Только для наружного применения.,Франция
Парфюмерная вода Off-White  Solution no. 2,4.5,6 900,https://goldapple.ru/19000213766-solution-no-2,"SOLUTION No. 2 – свежий аромат, который притягивает своим радостным и энергичным характером. Композиция, играющая на контрастах и двойственности, объединяет прохладные ноты и теплое древесное звучание. 
Бодрящая свежесть цитрусов подчеркнута яркой нотой имбиря. Древесная база придаёт аромату элегантность. Гармония противоположностей. Неожиданные сочетания – в духе Off-White. 
Парфюмер – Jerome Epinette.
",Только для наружного применения.,Франция
Ароматическая свеча Mark Buxton  leather & lily,-,3 850,https://goldapple.ru/19000191220-leather-lily,"Стильная черная свеча Mark Buxton украшает интерьер и наполняет помещение изысканным, гармоничным ароматом с тонкой нотой кожи, которую смягчает цветочное звучание лилии. 
Время горения свечи – до 55 часов. 
Авторы парфюмерной композиции – Марк Бакстон и Дэвид Чизе. ",-,Франция
Ароматическая свеча ESSENTIAL PARFUMS PARIS  Fig infusion,5.0,4 061,https://goldapple.ru/19000136063-fig-infusion,"Свеча ESSENTIAL PARFUMS PARIS из минерального воска помогает создать атмосферу уюта и наполняет помещение изысканным ароматом, объединившим ноты инжира, черного чая, апельсинового цвета и сочного мандарина. 
Тёплая нота сандала делает композицию более насыщенной, а бензоин придаёт тонкую сладость. Искрящаяся и светлая парфюмерная композиция вызовет ассоциации с послеобеденным отдыхом в летнем фруктовом саду. 
Свеча с хлопковым фитилем рассчитана на 90 часов горения.","При первом использовании свечи зажгите ее на 1–2 часа, чтобы воск равномерно расплавился до краев стекла. 
Держите свечу вдали от сквозняков. Немного обрезайте фитиль перед каждым использованием. 
Перед использованием ознакомьтесь с мерами предосторожности.",Франция
Аромасвеча Sample 32  Summertime In paris,-,2 500,https://goldapple.ru/19000259894-summertime-in-paris,"Ароматические свечи от российского бренда Sample 32 - идеальный выбор для декора вашего дома!

Разместите свечку на столе или в любом уголке дома, чтобы создать уютную, романтическую и расслабляющую атмосферу. Изготовленная из натурального соевого воска с деревянным фитилем, эта аромасвеча обладает потрясающим ароматом, который заполнит ваш дом приятными нотами парфюмированных масел. Ее треск и мягкое пламя будут сопровождать вас во время медитации, романтического вечера или просто вечернего отдыха. Красивая украшенная баночка с крышкой делает эту свечу еще более эстетичной и защищает от пыли, сохраняя ее ароматный запах. что прекрасно подойдет в качестве подарка.

Это не просто свечи, это настоящее изящное интерьерное украшение для вашей квартиры. Она создаст неповторимую атмосферу благодаря своему расслабляющему аромату и потрескиванию пламени. Не упустите возможность добавить романтики и уюта в ваш дом с помощью этой ароматической свечки. ",Время горения 20 часов.,Россия
Туалетная вода ICEBERG  EAU CEDAR,4.6,1 565,https://goldapple.ru/19000061648-eau-de-cedar-for-him,"В оригинальном мужском аромате от ICEBERG, предлагающем интересное и современное сочетание нот, доминируют древесный и акватический аккорды. Верхние ноты ревеня и кардамона зовут в увлекательное парфюмерное приключение, ведущее к яркому сердцу смелой композиции, подходящей для энергичных и уверенных в себе мужчин.
Элегантный кипарис, сочное зеленое яблоко, придающее легкую кислинку, и прохладная нота сочного арбуза встречают приятной свежестью. В то же время база аромата, в которой гармонируют пачули, ветивер и амбра, делают композицию более сложной и многогранной.
Парфюмер – Sonia Constant.

",только для наружного применения,Италия
Парфюмерная вода Ynepsie  MAN'S ROOTS,4.6,2 800,https://goldapple.ru/19000178407-man-s-roots,"Искрящийся и свежий аромат Ynepsie – это бодрящий цитрусовый коктейль, усиленный пряным звучанием кардамона и розового перца. Сочетание прохладных ароматических нот лаванды, полыни и шалфея мягко контрастирует с теплой древесной базой. Свежие, травянистые, пряные и древесные грани композиции переливаются и окружают ветивер, делая аромат разносторонним, мужественным и ярким. 

",Только для наружного применения.,Франция
Набор парфюмерный THE WOODS COLLECTION  Bloom,4.8,9 067,https://goldapple.ru/19000121291-bloom,"Мягкое сияние луны освещает лесную подстилку, раскрывая нежные ночные цветы, ожидающие нежной серебряной ласки, чтобы расцвести и раскрыть свою красоту, насыщенную свежесть и силу. Нежный букет цветов и фруктов наполняет ваши легкие в сопровождении древесных базовых тонов и соблазнительного ладана. 
Бутоны полевых цветов всегда будут  to bloom из коллекции Natural by The Woods.

Состав набор: 100ml+5ml. Флакон 5 ml пустой.

",-,Франция
Парфюмерная вода Moschino  Toy 2 Pearl,4.8,6 375,https://goldapple.ru/19000240976-toy-2-pearl,"Яркий, игривый и переливающийся аромат TOY 2 PEARL пробуждает чистую радость и заряжает энергией. Бодрящая комбинация жасмина, пьянящего орегано и свежего, искрящегося лимона накрывает волной оптимизма. 
Аккорд лимонного сорбета, объединивший свежесть и притягательную сладость, напоминает о солнечных днях и красочной итальянской культуре. В сердце аромата элегантное звучание жасмина дополняют чувственная фрезия и песочный аккорд, которые переносят на залитый солнцем райский остров. 
Базовые ноты ветивера, нежного мускуса и свежего кипариса смягчают насыщенную и воодушевляющую композицию MOSCHINO. 
Культовый флакон в форме мишки передает многогранность оттенков таитянского жемчуга и моря. 
",Только для наружного применения,Италия
Парфюмерная вода MIN NEW YORK  VOODOO,5.0,18 900,https://goldapple.ru/83810100017-voodoo,"Проходит время, прежде чем моменты оборачиваются воспоминаниями. Аромат MiN NEW YORK Voodoo с нотами ладана, герани, гальбанума, лайма и розового перца разжигает огонь загадочного и необъяснимого влечения. Глубокая и насыщенная композиция построена вокруг нот, традиционных для бахура – восточной ароматической смеси. Среди них выделяются уд, пачули, сандал, роза, кожа и кардамон. Это характерное сочетание отражает единение тела и бессмертной души. 


",-,Франция
Парфюмерная вода Bvlgari  Man in Black,4.8,5 910,https://goldapple.ru/80280200013-man-in-black,"Чувственная нео-восточная композиция BVLGARI MAN IN BLACK – это парфюмерное воплощение мужественности. Притягательный и смелый аромат, способный подчеркнуть шарм мужчины-обольстителя, неизменно привлекает внимание благодаря манящему восточному шлейфу. Харизматичный характер парфюмерной композиции BVLGARI подчеркивают яркие ноты пряностей, которые гармонично переплетаются с тёплым, сладким бензоином и соблазнительной туберозой.

Ключевые ноты: пряности, тубероза, бензоин 

",-,Италия
Парфюмерная вода J.U.S Joyau Unique & Sensoriel  Sensoriel Gingerlise,2.0,7 850,https://goldapple.ru/19000153554-sensoriel-gingerlise,"Яркий, бодрящий и солнечный аромат J.U.S объединяет свежесть цитрусов и пряную ноту имбиря. Вдохновляющий взрыв искрящихся нот апельсина и бергамота заряжает энергией. Постепенно к цитрусам присоединяется пикантный имбирь с оттенками лимона и вербены, а его землистую грань подчёркивает корень ангелики. Вихрь игривых нот смягчается и уступает место базе, в которой сочетаются амбровый и мускусный аккорды. Классификация аромата: пряный цитрусовый. Парфюмер – Alexandra Carlin.

",Для наружного применения.,Франция
Парфюмерный экстракт FreeShape  11:11 The Energy Frequency,4.6,14 640,https://goldapple.ru/19000161476-11-11-the-energy-frequency,"Представьте водопад и звук воды, падающей на камни. Всё течёт, и ничто не стоит на месте. 11:11 — особая энергетическая частота, которая пробуждает силу духа. 
Цитрусово-мускусный аромат помогает почувствовать поток энергии. Полынь, бергамот, острый имбирь, лайм, гуава раскрываются в верхних нотах. В нотах сердца проявляются акватический аккорд, ночной жасмин, цветок лимона, мята и кардамон. Завершают композицию амбра, ветивер, корень ириса, фруктовый аккорд, мускус и древесный аккорд. 
Крышка и подставка для флакона сделаны из синего королевского мрамора, натурального камня, который идеально подходит аромату. FreeShape — освободите душу и примерьте новый облик.
",-,Италия
"Духи концентрированные Zielinski & Rozen  Black Pepper, Vetiver, Neroli, Amber",4.7,2 200,https://goldapple.ru/19000004553-black-pepper-amber-neroli,"Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность.
Эрез Розен 

Замысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов. 

Все ароматы Zielinski&Rozen категории унисекс.",Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.,Россия
Парфюмерная вода Neydo  Where love belongs 22.07,4.0,4 680,https://goldapple.ru/19000200195-where-love-belongs-22-07,"Аромат Where Love Belongs – это сон Андреа о взаимопонимании, родстве душ, уюте и тишине. Загородный дом в Провансе, чистота и свежесть раннего утра, солнечные лучи на белоснежных простынях, легкое колыхание штор и бесконечная ЛЮБОВЬ, которую никто не в силах потревожить. Аромат-нежность, где ноты мандарина, бергамота, красных ягод и иланг-иланга чудесно переплетаются с запахом ландышей и апельсинов.

Страна производства парфюмерной композиции -  Испания.

Andrea, 22.07
Открываю глаза и не могу сообразить, где нахожусь. Похоже, что в загородном доме: интерьер в стиле прованс, льняные шторы тихо колышет ветер, мягкий утренний свет струится через полуоткрытое окно, за которым чувствуется летний простор. По белоснежной простыне скользят волнообразные тени, отчего она напоминает ручей. Провожу рукой по кровати. Другая сторона еще теплая. Я зарываюсь носом в подушку и вдыхаю знакомый запах – мне становится легко и свободно. Я абсолютно счастлива! 

На тумбочке – мои любимые книги, над головой кружит вентилятор из живых ландышей, с каждым оборотом все больше и больше наполняя комнату нежным прохладным ароматом. Я слышу шум льющейся воды. Подхожу к ванной, трогаю ручку, но дверь заперта. И тут я внезапно оказываюсь за большим деревянным столом, стоящим прямо на цветущем лугу! Я любуюсь полевыми цветами и пью апельсиновый сок из стакана, который наполняется сам собой. 

От удовольствия закрываю глаза. Но звук тихо поворачивающейся ручки возвращает меня в комнату. Дверь в ванную наконец открывается. Мое сердце замирает, потому что сейчас я увижу… свою настоящую любовь!",Только для наружного применения.,Республика Корея
